iso3,country,year,gdp_current_usd,global_gdp_total,gdp_share,gdp_log,gdp_rank,gdp_share_change
GRC,Greece,1969,11454106327.0756,2575929623061.633,0.004446591329409757,10.058961210298865,23,0.00018025107522098242
NOR,Norway,1969,11136187439.8326,2575929623061.633,0.004323172240473182,10.046736532198231,24,-6.18309070197819e-05
VEN,"Venezuela, RB",1969,10285111111.1111,2575929623061.633,0.003992776440408603,10.012208987783954,25,-0.0003096285123698932
FIN,Finland,1969,10177524838.9004,2575929623061.633,0.003951010442126853,10.007642170976194,26,0.00012791153469728566
IRN,"Iran, Islamic Rep.",1969,9743089607.49587,2575929623061.633,0.0037823586173583723,9.98869669678794,27,8.50555671758962e-05
PHL,Philippines,1969,9571800652.5641,2575929623061.633,0.003715862641149137,9.980993645186603,28,1.4453617583299813e-05
PAK,Pakistan,1969,8683116337.67325,2575929623061.633,0.0033708670687023247,9.938675619803176,29,-7.724978598345122e-05
BGD,Bangladesh,1969,8471006437.5,2575929623061.633,0.0032885240193137526,9.927935011781276,30,7.97916471595864e-05
CHL,Chile,1969,8456519044.38223,2575929623061.633,0.0032828998776492954,9.927191631252192,31,0.00015857616498637667
IDN,Indonesia,1969,8337423312.88344,2575929623061.633,0.0032366657995003597,9.921031852328536,32,0.00020253475989605047
KOR,"Korea, Rep.",1969,7743940188.95006,2575929623061.633,0.003006270093569546,9.88896198999904,33,0.000362037771052268
PRT,Portugal,1969,7287555035.34403,2575929623061.633,0.0028290971034691443,9.862581847555196,34,-1.9905763871894307e-05
THA,Thailand,1969,6695336567.30769,2575929623061.633,0.0025991923487994665,9.825772413409354,35,-8.123404979874793e-06
NGA,Nigeria,1969,6634317346.27306,2575929623061.633,0.0025755041158258864,9.821796241744648,36,0.00034550530198320826
EGY,"Egypt, Arab Rep.",1969,6524455205.81114,2575929623061.633,0.0025328546041783816,9.814544253789958,37,-1.0675510057990122e-05
COL,Colombia,1969,6450175213.74923,2575929623061.633,0.0025040184157216396,9.809571512050914,38,-5.1504165496608564e-05
PER,Peru,1969,6420909789.83,2575929623061.633,0.002492657304122462,9.807596568366229,39,3.323310389487461e-05
ISR,Israel,1969,6297852761.13463,2575929623061.633,0.002444885413309269,9.799192502954346,40,0.00010450997136601282
NZL,New Zealand,1969,5814357708.51005,2575929623061.633,0.002257188106559902,9.76450174674181,41,1.559230994600553e-05
HUN,Hungary,1969,5429812386.53195,2575929623061.633,0.0021079040117867516,9.734784823897954,42,1.2869430056457014e-05
TZA,Tanzania,1969,5142066811.47328,2575929623061.633,0.001996198485175093,9.711137715182312,43,-0.00010270751899250702
COD,"Congo, Dem. Rep.",1969,5032434970.05988,2575929623061.633,0.0019536383777746837,9.701778171573284,44,0.0002772666316289438
SAU,Saudi Arabia,1969,4485777644.44444,2575929623061.633,0.0017414208852153533,9.651837742233095,45,-5.414594114694555e-05
PRI,Puerto Rico (US),1969,4460700000.0,2575929623061.633,0.001731685508821555,9.649403016174663,46,4.1627858270080684e-05
LBY,Libya,1969,4380987481.20501,2575929623061.633,0.0017007403626182799,9.641572012171247,47,4.973317764435294e-05
DZA,Algeria,1969,4257253264.08834,2575929623061.633,0.0016527055809189236,9.629129487133744,48,1.044989385611374e-06
IRL,Ireland,1969,3902721631.54663,2575929623061.633,0.001515073081425273,9.591367575571637,49,6.640887000702411e-05
MYS,Malaysia,1969,3664552041.34299,2575929623061.633,0.0014226134163508202,9.564020893612037,50,-5.328821593255208e-06
MAR,Morocco,1969,3651622668.95103,2575929623061.633,0.0014175941129210188,9.562485894475948,51,1.4927156676425605e-05
HKG,"Hong Kong SAR, China",1969,3189740055.13982,2575929623061.633,0.001238286957292195,9.503755292079662,52,7.335140894194187e-05
ECU,Ecuador,1969,3112165727.38342,2575929623061.633,0.0012081718768715587,9.493062715750721,53,0.0001010270321307094
IRQ,Iraq,1969,3007758796.89648,2575929623061.633,0.0011676401288174927,9.478243005663941,54,-7.431614193365065e-05
KWT,Kuwait,1969,2769198892.32044,2575929623061.633,0.001075028940048873,9.44235414922164,55,-6.668243112980328e-05
ETH,Ethiopia,1969,2768987372.0,2575929623061.633,0.0010749468258798576,9.442320975144916,56,-4.8391993159869074e-05
SYR,Syrian Arab Republic,1969,2245011514.55676,2575929623061.633,0.0008715344916482777,9.351218572820695,57,0.00011959178405810897
URY,Uruguay,1969,2004435483.87097,2575929623061.633,0.0007781406238453786,9.301992082312783,58,9.48310751463841e-05
LKA,Sri Lanka,1969,1965546218.48739,2575929623061.633,0.0007630434468746205,9.293483260416622,59,-9.307598971986333e-06
GHA,Ghana,1969,1962050555.7775,2575929623061.633,0.0007616863978781749,9.29271019357009,60,4.697620098726113e-05
ZMB,Zambia,1969,1926399230.21087,2575929623061.633,0.0007478462194635735,9.28474629603369,61,7.308399398759616e-05
SDN,Sudan,1969,1847501441.26221,2575929623061.633,0.0007172173590155595,9.266584785866312,62,-2.150018361302521e-06
ZWE,Zimbabwe,1969,1748891294.20526,2575929623061.633,0.0006789359765685708,9.242762815885765,63,4.4213422046612914e-05
GTM,Guatemala,1969,1715399900.0,2575929623061.633,0.0006659343037334823,9.234365380424244,64,-2.458954288425859e-05
SGP,Singapore,1969,1659893767.84419,2575929623061.633,0.0006443863034857744,9.220080294356093,65,3.3095366430049193e-05
KEN,Kenya,1969,1458379416.64823,2575929623061.633,0.0005661565454241202,9.163870526121977,66,-1.4087345131167219e-05
CIV,Cote d'Ivoire,1969,1361360293.42665,2575929623061.633,0.0005284928133279508,9.133973079457077,67,-2.0874014242648338e-05
TUN,Tunisia,1969,1289904761.90476,2575929623061.633,0.00050075310690035,9.11055764603094,68,-2.0051797803169653e-05
LUX,Luxembourg,1969,1245432991.34271,2575929623061.633,0.0004834887491461995,9.095320365936782,69,2.2327029767498787e-05
SEN,Senegal,1969,1245234931.43233,2575929623061.633,0.00048341186043440905,9.09525129504575,70,-7.800476269974191e-05
DOM,Dominican Republic,1969,1230500000.0,2575929623061.633,0.0004776916220783562,9.090081618038822,71,1.501277520769232e-05
PAN,Panama,1969,1221305700.0,2575929623061.633,0.00047412230872534927,9.086824384015275,72,-3.002056908917841e-06
JAM,Jamaica,1969,1191239047.00876,2575929623061.633,0.00046245015249791934,9.075998920491692,73,-2.260662270634514e-06
UGA,Uganda,1969,1168556628.86742,2575929623061.633,0.00045364462538325355,9.0676497633767,74,8.854118224602397e-06
CMR,Cameroon,1969,1100551488.62689,2575929623061.633,0.0004272443931596332,9.041610365565834,75,-2.132436437687988e-05
MDG,Madagascar,1969,1056391055.59617,2575929623061.633,0.0004101008995504278,9.023824715403428,76,-3.22415322739071e-05
SLV,El Salvador,1969,1049400000.0,2575929623061.633,0.00040738690630558877,9.02094105986232,77,-2.5561512454494863e-05
BOL,Bolivia,1969,929629629.62963,2575929623061.633,0.00036089092702956476,8.96830995732205,78,-6.950743569001652e-06
CRI,Costa Rica,1969,853630203.773585,2575929623061.633,0.0003313872382736136,8.931269773216009,79,-4.078597355867703e-07
HND,Honduras,1969,844400000.0,2575929623061.633,0.0003278039867395075,8.926548224635619,80,-2.1831325725215776e-05
NPL,Nepal,1969,788641965.432099,2575929623061.633,0.00030615819561667797,8.896879883148916,81,-2.4946546867880056e-05
TTO,Trinidad and Tobago,1969,779200000.0,2575929623061.633,0.00030249273622385626,8.891648943870559,82,-2.2895970806265608e-05
NIC,Nicaragua,1969,750000002.894903,2575929623061.633,0.00029115702392656484,8.875061265068021,83,-5.916146978058646e-06
JOR,Jordan,1969,698879720.448112,2575929623061.633,0.0002713116516038413,8.844402438634848,84,3.072389262991231e-05
NER,Niger,1969,625867985.273798,2575929623061.633,0.00024296781234648784,8.7964827368632,85,-3.196153505382102e-05
MMR,Myanmar,1969,571854214.589142,2575929623061.633,0.0002219991607959623,8.75728532622444,86,-1.8089669393812023e-05
PRY,Paraguay,1969,556293650.793651,2575929623061.633,0.00021595840422552603,8.745304103189044,87,-5.991435722609798e-06
PNG,Papua New Guinea,1969,551263864.202218,2575929623061.633,0.00021400579397313306,8.741359525053316,88,5.976453432274297e-06
BHS,"Bahamas, The",1969,538700000.0,2575929623061.633,0.00020912838424511212,8.731346975545955,89,1.4555443173934967e-05
BFA,Burkina Faso,1969,478298645.39382,2575929623061.633,0.00018568001280459516,8.679699150893244,90,-1.174107196112614e-05
TCD,Chad,1969,471635621.561599,2575929623061.633,0.0001830933645621243,8.673606598932398,91,-1.1556795215541768e-05
ISL,Iceland,1969,435659609.943615,2575929623061.633,0.00016912713998211247,8.63914729830686,92,-4.4553738445859276e-05
SLE,Sierra Leone,1969,408690163.476065,2575929623061.633,0.00015865734832860628,8.611394185058119,93,1.7225488070181003e-05
HTI,Haiti,1969,391820400.0,2575929623061.633,0.00015210834818316972,8.593087043646442,94,-5.6632949160629416e-06
TGO,Togo,1969,378091809.602636,2575929623061.633,0.0001467787808400034,8.577597269579128,95,2.738596831039356e-07
MLI,Mali,1969,339913867.092785,2575929623061.633,0.0001319577460694671,8.53136888237956,96,-1.5439177340087018e-05
BEN,Benin,1969,330748244.539574,2575929623061.633,0.00012839956556983173,8.519497547829156,97,-1.151591775067003e-05
GAB,Gabon,1969,318124701.478771,2575929623061.633,0.00012349898795009097,8.502597392148626,98,-2.758426325381603e-06
LBR,Liberia,1969,306961800.0,2575929623061.633,0.00011916544506955868,8.487084332866619,99,4.7479335430523374e-07
SOM,"Somalia, Fed. Rep.",1969,306357284.571429,2575929623061.633,0.00011893076651966395,8.486228211456162,100,-4.004295950048252e-06
MRT,Mauritania,1969,295062308.474696,2575929623061.633,0.0001145459510357268,8.469913735874345,101,-1.8969305382394625e-05
COG,"Congo, Rep.",1969,265040036.417215,2575929623061.633,0.00010289102390235353,8.42331148254714,102,-4.834751316012647e-06
NCL,New Caledonia,1969,263108841.338416,2575929623061.633,0.00010214131588956099,8.420135442080275,103,9.739679831956296e-06
SUR,Suriname,1969,259650000.0,2575929623061.633,0.00010079856129430734,8.414388326931075,104,-2.683543878739396e-06
GUY,Guyana,1969,249300000.0,2575929623061.633,9.678059437962957e-05,8.396722278503773,105,-1.7278525377414174e-06
PYF,French Polynesia,1969,242943783.142736,2575929623061.633,9.431305147769684e-05,8.385505790077973,106,-1.698973449362576e-05
OMN,Oman,1969,239999808.000154,2575929623061.633,9.317017276073759e-05,8.38021089427616,107,1.2185360709618607e-05
MUS,Mauritius,1969,221553612.873613,2575929623061.633,8.60091870872949e-05,8.345478836463233,108,-2.563361541768917e-06
BDI,Burundi,1969,190205714.285714,2575929623061.633,7.383963932199519e-05,8.279223560159098,109,-4.709860026263203e-06
RWA,Rwanda,1969,188700037.0,2575929623061.633,7.325512130091494e-05,8.275771985320704,110,-5.779856950516678e-07
CAF,Central African Republic,1969,188039210.130379,2575929623061.633,7.299858212231907e-05,8.274248418240857,111,-9.22432469720004e-06
FJI,Fiji,1969,182182067.703568,2575929623061.633,7.072478458748989e-05,8.260505626859485,112,-8.585649030990817e-07
BMU,Bermuda,1969,164900000.0,2575929623061.633,6.401572408022831e-05,8.21722065564452,113,-2.9882232937189024e-07
BRN,Brunei Darussalam,1969,161210236.44168,2575929623061.633,6.2583323316913e-05,8.207392614944196,114,-6.369689310832785e-06
BRB,Barbados,1969,141393142.0,2575929623061.633,5.489014169259273e-05,8.150428345360554,115,9.801159726424737e-07
SWZ,Eswatini,1969,105419957.832017,2575929623061.633,4.0925014755146776e-05,8.02292283816118,116,6.7096897513694505e-06
BWA,Botswana,1969,77361546.5067537,2575929623061.633,3.0032476747095784e-05,7.8885251429859595,117,1.6275536793791088e-06
FRO,Faroe Islands,1969,70106666.6666667,2575929623061.633,2.7216064460387357e-05,7.8457593183786445,118,-7.336081970824739e-07
GNQ,Equatorial Guinea,1969,67225714.2857143,2575929623061.633,2.609765176962128e-05,7.8275354253794776,119,-2.8500193095949605e-06
LSO,Lesotho,1969,65967973.6128106,2575929623061.633,2.560938506324721e-05,7.8193331437395255,120,-7.364151896613051e-07
BLZ,Belize,1969,47399905.2001896,2575929623061.633,1.840108703895886e-05,7.67577747308599,121,-8.932382952705329e-07
GMB,"Gambia, The",1969,45168072.2689156,2575929623061.633,1.753466859674174e-05,7.654831555674571,122,-1.13271174756204e-07
SLB,Solomon Islands,1969,28606411.398041,2575929623061.633,1.1105276767631841e-05,7.456463380077894,123,-9.362297483748751e-07
VCT,St. Vincent and the Grenadines,1969,16650000.0,2575929623061.633,6.463685906220748e-06,7.221414237842339,124,-1.1783600969500708e-07
SYC,Seychelles,1969,16452028.2974887,2575929623061.633,6.386831437550909e-06,7.216219447824289,125,-5.051272098707426e-07
KNA,St. Kitts and Nevis,1969,15850000.0,2575929623061.633,6.153118415231163e-06,7.20002926655377,126,-1.0683076863659036e-07
USA,United States,1970,1073303000000.0,2836468681435.321,0.3783940951030995,12.03072234326303,1,-0.016584930451375546
JPN,Japan,1970,217223652719.444,2836468681435.321,0.07658242593728327,11.336907112290023,2,0.00503589001693551
DEU,Germany,1970,216629229947.096,2836468681435.321,0.07637286156724862,11.335717055928539,3,0.007375057925853301
FRA,France,1970,147312861698.358,2836468681435.321,0.051935303450561694,11.168240666196159,4,-0.002670580802365541
GBR,United Kingdom,1970,130671946244.3,2836468681435.321,0.046068531304275455,11.116182359584815,5,0.0008558431312215078
ITA,Italy,1970,113656669764.56,2836468681435.321,0.04006977778688077,11.055594926703751,6,0.0008619258583428477
CHN,China,1970,92752930873.1912,2836468681435.321,0.03270014277973836,10.967327641650355,7,0.00170248429779336
CAN,Canada,1970,88192257632.3093,2836468681435.321,0.031092272659143872,10.945430460243434,8,0.0002665038128492232
IND,India,1970,62422483054.6667,2836468681435.321,0.022007111681938064,10.795341040130207,9,-0.0006829472754431819
BRA,Brazil,1970,42327664793.6934,2836468681435.321,0.014922662489005374,10.626624309220803,10,0.0004922834577623606
AUS,Australia,1970,41395206623.2331,2836468681435.321,0.014593923385851078,10.616950054705374,11,0.00033179232869358886
ESP,Spain,1970,40963715236.5106,2836468681435.321,0.014441800646211252,10.61239933843516,12,4.284775720689478e-05
NLD,Netherlands,1970,38220884519.3888,2836468681435.321,0.013474812808455944,10.582300733410902,13,0.00024229364906777455
SWE,Sweden,1970,38037226668.2131,2836468681435.321,0.013410064040955795,10.580208844579808,14,0.00022363951407318276
MEX,Mexico,1970,35520000000.0,2836468681435.321,0.012522613146578454,10.550472957106564,15,-8.64269875987169e-05
ARG,Argentina,1970,31584210365.5447,2836468681435.321,0.011135046394928759,10.499470023602607,16,-0.0009989359405302746
BEL,Belgium,1970,26706196046.7931,2836468681435.321,0.00941529734545813,10.426612032778499,17,9.064295274718685e-05
CHE,Switzerland,1970,24998066773.3821,2836468681435.321,0.008813094583766912,10.39790642378738,18,0.00010088324338083064
ZAF,South Africa,1970,21218391512.6434,2836468681435.321,0.007480566117834373,10.326712458563435,19,4.821390649197357e-06
TUR,Turkiye,1970,17863636363.6364,2836468681435.321,0.006297843681671455,10.251969869553221,20,-0.0012592985990751374
DNK,Denmark,1970,17075457733.3333,2836468681435.321,0.006019970481286157,10.232372354426564,21,3.576092499197204e-05
AUT,Austria,1970,15312791743.8476,2836468681435.321,0.00539854074330867,10.18505437609464,22,0.00010046282540036519
GRC,Greece,1970,12957113636.3636,2836468681435.321,0.0045680439629627746,10.112508267629494,23,0.00012145263355301753
NOR,Norway,1970,12814123115.2613,2836468681435.321,0.004517632505209628,10.107688892281233,24,0.0001944602647364459
NGA,Nigeria,1970,12546094981.562,2836468681435.321,0.004423138906371911,10.098508571086866,25,0.0018476347905460244
VEN,"Venezuela, RB",1970,11561111111.1111,2836468681435.321,0.004075881812754901,10.06299957510832,26,8.310537234629788e-05
FIN,Finland,1970,11358529161.9479,2836468681435.321,0.004004461334718568,10.055322097377971,27,5.3450892591714975e-05
IRN,"Iran, Islamic Rep.",1970,10976245153.5894,2836468681435.321,0.003869686707781719,10.040453798404778,28,8.732809042334656e-05
PAK,Pakistan,1970,10027509449.811,2836468681435.321,0.00353520894323319,10.001193079928063,29,0.0001643418745308654
CHL,Chile,1970,9261006540.15907,2836468681435.321,0.003264977540831785,9.96665819090233,30,-1.792233681751059e-05
IDN,Indonesia,1970,9150684931.50685,2836468681435.321,0.0032260835423278443,9.961453602355089,31,-1.0582257172515354e-05
KOR,"Korea, Rep.",1970,9085001793.55852,2836468681435.321,0.003202926883353174,9.958325017382357,32,0.00019665678978362817
BGD,Bangladesh,1970,8992722166.66667,2836468681435.321,0.0031703936043870357,9.953891175939038,33,-0.00011813041492671683
PRT,Portugal,1970,8108235704.32357,2836468681435.321,0.002858566977097949,9.908926365033206,34,2.9469873628804565e-05
EGY,"Egypt, Arab Rep.",1970,8042200452.1477,2836468681435.321,0.002835286179884121,9.905374893708037,35,0.0003024315757057393
PHL,Philippines,1970,7559115516.69532,2836468681435.321,0.0026649740806833897,9.878470982182323,36,-0.0010508885604657474
PER,Peru,1970,7432223176.93623,2836468681435.321,0.002620238053598162,9.871118742301064,37,0.00012758074947569979
ISR,Israel,1970,7406712876.3832,2836468681435.321,0.0026112443704596894,9.86962550941205,38,0.00016635895715042025
COL,Colombia,1970,7198360460.19887,2836468681435.321,0.0025377895082403404,9.85723359029629,39,3.377109251870075e-05
THA,Thailand,1970,7086538437.5,2836468681435.321,0.0024983665371951305,9.850434147087087,40,-0.00010082581160433595
NZL,New Zealand,1970,6495605330.94411,2836468681435.321,0.0022900324524849605,9.812619629564368,41,3.284434592505832e-05
HUN,Hungary,1970,5780929202.60333,2836468681435.321,0.002038072636034903,9.761997650726615,42,-6.98313757518487e-05
CUB,Cuba,1970,5693005200.0,2836468681435.321,0.002007074936966765,9.755341580497,43,0.0
SAU,Saudi Arabia,1970,5377333333.33333,2836468681435.321,0.0018957844902459037,9.730566958615919,44,0.00015436360503055043
PRI,Puerto Rico (US),1970,5034700000.0,2836468681435.321,0.0017749887502555896,9.701973597585525,45,4.330324143403462e-05
COD,"Congo, Dem. Rep.",1970,4877684910.17964,2836468681435.321,0.0017196329161340907,9.688213742228212,46,-0.00023400546164059296
DZA,Algeria,1970,4863526896.57407,2836468681435.321,0.0017146414936310911,9.686951321980063,47,6.19359127121675e-05
LBY,Libya,1970,4601649451.34022,2836468681435.321,0.0016223163264442167,9.662913531510542,48,-7.842403617406321e-05
IRL,Ireland,1970,4395995085.99509,2836468681435.321,0.0015498126648698307,9.643057198281387,49,3.4739583444557635e-05
MAR,Morocco,1970,3956336244.11865,2836468681435.321,0.0013948104803740155,9.597293194643978,50,-2.2783632547003236e-05
MYS,Malaysia,1970,3864145667.41365,2836468681435.321,0.001362308596144379,9.587053489731426,51,-6.0304820206441134e-05
HKG,"Hong Kong SAR, China",1970,3800766535.62088,2836468681435.321,0.001339964216949366,9.579871193621639,52,0.00010167725965717087
IRQ,Iraq,1970,3281318687.47253,2836468681435.321,0.0011568323348495793,9.516048411882398,53,-1.0807793967913381e-05
GIN,Guinea,1970,3220224607.81851,2836468681435.321,0.0011352935531757748,9.507886164408323,54,0.0
ETH,Ethiopia,1970,3045354454.8,2836468681435.321,0.0010736428978510625,9.483637848300525,55,-1.3039280287951115e-06
KWT,Kuwait,1970,2873638850.54446,2836468681435.321,0.0010131043819917413,9.458432186529187,56,-6.192455805713163e-05
ECU,Ecuador,1970,2862503139.00358,2836468681435.321,0.0010091784752423514,9.4567459715929,57,-0.00019899340162920728
TZA,Tanzania,1970,2851419386.07225,2836468681435.321,0.0010052708865550962,9.455061097934493,58,-0.0009909275986199968
LKA,Sri Lanka,1970,2296470588.23529,2836468681435.321,0.0008096231075159346,9.361060887616379,59,4.657966064131416e-05
GHA,Ghana,1970,2215028588.45646,2836468681435.321,0.0007809106453224093,9.345379335854242,60,1.922424744423446e-05
SYR,Syrian Arab Republic,1970,2140384010.0724,2836468681435.321,0.0007545946211503082,9.33049169787909,61,-0.00011693987049796954
URY,Uruguay,1970,2137096774.19355,2836468681435.321,0.0007534357027034503,9.329824188774573,62,-2.4704921141928318e-05
SDN,Sudan,1970,2100229759.04718,2836468681435.321,0.0007404381979583196,9.32226680789019,63,2.322083894276011e-05
SGP,Singapore,1970,1920574150.17542,2836468681435.321,0.0006771004251679465,9.283431079212914,64,3.271412168217203e-05
GTM,Guatemala,1970,1904000000.0,2836468681435.321,0.0006712571911904666,9.279666944048456,65,5.322887456984298e-06
ZWE,Zimbabwe,1970,1885168339.10681,2836468681435.321,0.0006646180694485476,9.2753501372903,66,-1.4317907120023213e-05
ZMB,Zambia,1970,1788779285.2038,2836468681435.321,0.0006306360076920133,9.252556756927609,67,-0.00011721021177156022
KEN,Kenya,1970,1603447358.62106,2836468681435.321,0.000565297043156379,9.205054706555904,68,-8.595022677412596e-07
DOM,Dominican Republic,1970,1485500000.0,2836468681435.321,0.0005237145785259654,9.171872656139683,69,4.602295644760921e-05
LUX,Luxembourg,1970,1457768455.02219,2836468681435.321,0.0005139377933425743,9.16368854819877,70,3.0449044196374743e-05
CIV,Cote d'Ivoire,1970,1455482795.40691,2836468681435.321,0.0005131319816548798,9.16300707620973,71,-1.5360831673070976e-05
TUN,Tunisia,1970,1439238095.2381,2836468681435.321,0.000507404895621767,9.15813264584384,72,6.65178872141705e-06
JAM,Jamaica,1970,1404720441.88818,2836468681435.321,0.0004952356608349216,9.147589902443453,73,3.2785508337002285e-05
PAN,Panama,1970,1351006400.0,2836468681435.321,0.00047629871919345804,9.130657406370736,74,2.1764104681087763e-06
SEN,Senegal,1970,1297407654.92832,2836468681435.321,0.00045740242556522806,9.11307645601391,75,-2.600943486918099e-05
UGA,Uganda,1970,1259554808.90382,2836468681435.321,0.0004440573651130374,9.100217070354647,76,-9.587260270216161e-06
CMR,Cameroon,1970,1151216992.88095,2836468681435.321,0.0004058627547752111,9.061157191508778,77,-2.1381638384422098e-05
SLV,El Salvador,1970,1132920000.0,2836468681435.321,0.0003994121308001594,9.054199243680507,78,-7.974775505429352e-06
MDG,Madagascar,1970,1111859570.88252,2836468681435.321,0.0003919872544899359,9.046049938826922,79,-1.8113645060491887e-05
BOL,Bolivia,1970,1017003367.00337,2836468681435.321,0.0003585456006123579,9.007322390748275,80,-2.3453264172068546e-06
CRI,Costa Rica,1970,984830158.490566,2836468681435.321,0.0003472029023046426,8.993361339542968,81,1.581566403102897e-05
HND,Honduras,1970,904400000.0,2836468681435.321,0.0003188471658154717,8.956360553673322,82,-8.956820924035794e-06
NPL,Nepal,1970,865975308.641975,2836468681435.321,0.0003053005006929147,8.937505509253588,83,-8.576949237632772e-07
TTO,Trinidad and Tobago,1970,821850000.0,2836468681435.321,0.0002897440769852337,8.91479255949039,84,-1.2748659238622547e-05
NIC,Nicaragua,1970,778569938.824225,2836468681435.321,0.0002744856461557157,8.891297631266557,85,-1.667137777084911e-05
ARE,United Arab Emirates,1970,685986701.316701,2836468681435.321,0.00024184532894950753,8.836315696463668,86,0.0
NER,Niger,1970,649916621.242978,2836468681435.321,0.00022912878449766794,8.812857643940147,87,-1.3839027848819904e-05
PNG,Papua New Guinea,1970,645568215.290914,2836468681435.321,0.00022759574943173396,8.809942139645273,88,1.3589955458600904e-05
JOR,Jordan,1970,639519744.192102,2836468681435.321,0.0002254633546203971,8.805853957198272,89,-4.584829698344418e-05
PRY,Paraguay,1970,594611111.111111,2836468681435.321,0.00020963076906254562,8.77423302032327,90,-6.327635162980407e-06
MMR,Myanmar,1970,563555630.769545,2836468681435.321,0.00019868212699051285,8.750936793396725,91,-2.3317033805449455e-05
ISL,Iceland,1970,545115909.090909,2836468681435.321,0.00019218118382857214,8.736488857003978,92,2.3054043846459666e-05
BHS,"Bahamas, The",1970,539500000.0,2836468681435.321,0.000190201289205492,8.73199144901893,93,-1.8927095039620125e-05
TCD,Chad,1970,469266736.650677,2836468681435.321,0.00016544047876221107,8.671419770916001,94,-1.7652885799913237e-05
BFA,Burkina Faso,1970,458404268.761971,2836468681435.321,0.00016161090434815148,8.661248653224465,95,-2.4069108456443685e-05
SLE,Sierra Leone,1970,434410973.76439,2836468681435.321,0.00015315204310472686,8.637900787541021,96,-5.505305223879424e-06
BHR,Bahrain,1970,391577364.077364,2836468681435.321,0.0001380510092144633,8.592817578584551,97,0.0
MLI,Mali,1970,359772315.102198,2836468681435.321,0.00012683810593676099,8.556027740830148,98,-5.119640132706109e-06
NCL,New Caledonia,1970,358815684.071892,2836468681435.321,0.00012650084466658829,8.554871418087235,99,2.4359528777027293e-05
TGO,Togo,1970,358665753.909298,2836468681435.321,0.0001264479866309698,8.554689911389538,100,-2.0330794209033598e-05
SOM,"Somalia, Fed. Rep.",1970,347985394.285714,2836468681435.321,0.0001226826146762266,8.54156101603211,101,3.7518481565626543e-06
BEN,Benin,1970,333627713.494438,2836468681435.321,0.00011762079929809569,8.52326211905744,102,-1.0778766271736043e-05
HTI,Haiti,1970,331200000.0,2836468681435.321,0.00011676490636674504,8.520090328112843,103,-3.5343441816424676e-05
GAB,Gabon,1970,323802475.512425,2836468681435.321,0.00011415690137236884,8.510280164668362,104,-9.34208657772213e-06
LBR,Liberia,1970,323099700.0,2836468681435.321,0.00011390913713050547,8.509336554772812,105,-5.256307939053209e-06
MRT,Mauritania,1970,309405315.98667,2836468681435.321,0.00010908116772511077,8.490527771172797,106,-5.464783310616024e-06
QAT,Qatar,1970,301791301.791302,2836468681435.321,0.00010639683905784866,8.479706718413468,107,0.0
MCO,Monaco,1970,293127333.238065,2836468681435.321,0.00010334234788368457,8.467056316974753,108,0.0
COG,"Congo, Rep.",1970,274960699.885255,2836468681435.321,9.693768229660773e-05,8.439270624584207,109,-5.953341605745795e-06
SUR,Suriname,1970,274900000.0,2836468681435.321,9.691628248858156e-05,8.439174739843468,110,-3.882278805725781e-06
GUY,Guyana,1970,267800000.0,2836468681435.321,9.441317006344903e-05,8.42781057267599,111,-2.3674243161805392e-06
OMN,Oman,1970,256319794.944164,2836468681435.321,9.03658117650924e-05,8.408782146968697,112,-2.8043609956451967e-06
PYF,French Polynesia,1970,254036000.752587,2836468681435.321,8.956065773447522e-05,8.40489526709351,113,-4.752393743221619e-06
MLT,Malta,1970,250728796.288378,2836468681435.321,8.839469934196603e-05,8.399204215693164,114,0.0
BDI,Burundi,1970,242732571.428571,2836468681435.321,8.557562190524259e-05,8.385128056688671,115,1.17359825832474e-05
MUS,Mauritius,1970,224125805.005805,2836468681435.321,7.901578694406455e-05,8.350491862454014,116,-6.993400143230351e-06
RWA,Rwanda,1970,219900006.0,2836468681435.321,7.752597708525565e-05,8.34222524121057,117,4.270855784340715e-06
FJI,Fiji,1970,219878482.173564,2836468681435.321,7.751838883773616e-05,8.342182730358816,118,6.793604250246275e-06
GNB,Guinea-Bissau,1970,204670550.76064,2836468681435.321,7.215681671375685e-05,8.311055358235384,119,0.0
CAF,Central African Republic,1970,189106529.207011,2836468681435.321,6.66697046382753e-05,8.276706523819254,120,-6.328877484043771e-06
BMU,Bermuda,1970,186300000.0,2836468681435.321,6.568025983129409e-05,8.270212854896243,121,1.6645357510657743e-06
BRN,Brunei Darussalam,1970,179078929.315763,2836468681435.321,6.31344638098189e-05,8.253044489142018,122,5.511404929058988e-07
BRB,Barbados,1970,166210203.0,2836468681435.321,5.859758088916874e-05,8.220657679920967,123,3.7074391965760093e-06
SWZ,Eswatini,1970,112139955.144018,2836468681435.321,3.953505846123868e-05,8.049760378044718,124,-1.389956293908098e-06
BWA,Botswana,1970,96243233.6609837,2836468681435.321,3.393065267770992e-05,7.983370206367624,125,3.898175930614138e-06
LIE,Liechtenstein,1970,90099360.8433666,2836468681435.321,3.1764623890637906e-05,7.954721710144618,126,0.0
FRO,Faroe Islands,1970,84933333.3333333,2836468681435.321,2.9943335489378646e-05,7.92907816894365,127,2.727271028991289e-06
AND,Andorra,1970,78617711.0965325,2836468681435.321,2.7716756264959026e-05,7.895520395467076,128,0.0
